y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
72.5,146,0,3.97,47.35260547,12,0,71.4,0,54,4.52,26,0.1,359.82223,183526,0.2,0.2,0.688,12.9
69.9,146,24,0.58,88.16506179,9,10841,47.3,28,91,5.25,91,0.1,1721.973863,29843937,6.6,6.4,0.551,9.3
81,93,3,12.2,5451.701225,35,36,57.5,4,98,1.6,98,0.1,34879.72633,63179356,0.6,0.6,0.86,15.5
52.7,374,505,8.54,204.7186256,42,6447,23.5,788,42,3.3,42,4.4,2755.297787,167297284,1.7,1.6,0.507,9.7
66.4,161,352,8.63048929123191,0,72,386,25.4,433,72,19.3990662398477,72,0.1,1431.244865,18938513,19.2,19.6,0.548,8.1
74.7,122,0,13.78,93.67706503,88.4683721390634,19,56.3,0,95,6.35,94,0.1,785.881418,444,1.9,1.9,0.765,12.9
74.1,138,12,7.81,470.1869145,66,0,55.1,13,94,8.31,93,0.1,2579.193168,3788937,1.2,1,0.776,16.3
53.8,498,55,8.69,709.3170967,79,615,43.6,84,75,7.77,79,29.5,5414.634326,476667.24,11.6,13.9,0.609,12.9
59.1,342,7,0.64,10.26097341,84,24,13.6,10,98,3.14,98,1.8,287.4222243,3858623,9.6,9.6,0,5
65.6,22,7,2.75,579.4128244,98,0,45.9,8,98,1.96,97,0.1,6675.262954,5267839,3.2,3.3,0.672,10.7
55.3,42,31,0.01,82.76865922,96,11,18.4,46,95,12.6,96,8.3,374.51882,169735,6.6,6.5,0.454,10.7
75,175,0,3.43,199.4118322,89,0,66.5,0,83,5.16,85,0.1,1555.47451,175566,0.2,0.2,0.645,12
66.4,178,10,0.32,4.153362912,86,0,35.3,12,87,5.58,86,0.3,76.914128,739728,3.8,3.8,0.592,10.8
46.6,67,29,3.88,29.81456607,72,242,28.2,46,73,4.47,73,23.7,396.9982166,1332999,8.2,8.2,0.414,9.6
81.5,67,0,9.07,1040.278436,93,280,66.9,0,93,11.3,93,0.1,4453.24673,1577.73828734066,0.4,0.3,0.91,19.2
64.7,255,5,3.87684781914074,0,95,198,18.6,7,95,8.30046688007615,95,0.4,110.704030550848,102.502333870193,8.4,8.2,0.418,5
85,74,2,11.2,869.790735,88,1607,6.4,3,94,1.93,95,0.1,4681.32796,8274983,1.1,1.1,0.912,16.8
64.6,255,2,8.86,154.8758879,79,122,35.2,3,77,3.98,79,3.7,9679.742995,1817271,6.2,6.1,0.678,12.5
52.8,4,58,5.03,73.03276195,79,605,23.3,93,79,4.75,8,7.4,952.1872484,1742795,6.9,7,0.456,8.3
72.3,185,1,13.18,7.601092416,90.8976778373693,20,56.6,1,99,7.11,99,0.1,527.85364,1187576,2.2,2.2,0.769,14.2
66.1,2,0,0.01,97.87193319,75,0,77.1,0,79,1.21,75,0.1,1684.54274,11458,0.1,0.1,0.597,11.9
51.5,333,14,4.4,16.72142854,48.7841313395579,1379,2.4,20,54,6.41,42,3.1,174.1815473,2991132,9,9,0.386,10.5
82.3,57,0,10.01,2198.590865,91.4711933478036,77,55.4,0,96,11.7,95,0.1,74276.71842,782499,0.5,0.4,0.92,15.4
58.3,365,26,3.04135267151681,0,88,0,19.6,38,88,6.30046688007615,88,4.8,362.6575444,1757367,6.4,6.2,0.473,10.8
58.6,281,10,3.88,40.03344077,64,1,23.4,14,79,11.83,75,2.4,232.61732,3662993,7.7,7.6,0.394,9.8
73.1,147,15,4.53,62.43710774,93,0,51.3,17,94,6.11,93,0.1,379.78776,43835722,2.3,2.1,0.669,11.5
78,148,3,0.01,457.3202236,92,0,52.8,3,94,3.41,94,0.1,7145.628494,2382.8547677193,5.7,5.5,0.727,15.5
82,6,2,7.49,4793.904924,96,376,62.1,2,96,9.28,97,0.1,34814.12436,59539717,0.5,0.6,0.877,16.6
61.1,314,28,0.01,196.6675768,86,9,22.8,41,78,4.99,86,4.3,1738.8822,1562974,6.3,6.2,0.57,12.5
76.6,11,1,11.89,167.3280168,58,45,5.1,1,96,9.14,96,0.1,1152.39681,1289898,0.8,0.6,0.777,15.5
62.5,224,1800,0.93,19.26615743,59.0404530292162,38835,11.4,2500,57,4.26,58,0.3,438.864634,1535912,27.7,28.6,0.489,8.3
73.4,93,0,0.03,159.0098727,99,0,65.5,1,99,3.23,99,0.1,2271.56961,757.516401012703,3.2,3,0.788,14.1
73,192,4,3.61,15.25518816,83,0,42.8,5,85,5.39,83,0.4,116.2743,526796,2.2,2.1,0.562,10.1
73,14,118,0.01,62.34988484,96,5625,15.8,150,96,3.16,96,0.1,835.789341,153911916,18.7,19.2,0.545,9.4
71.6,158,0,1.24,40.49128897,93,0,65.5,0,91,4.75,91,0.1,263.27236,9882,0.1,0.1,0.676,13.7
58.9,413,43,7.38,123.753335,76,92,47.9,58,69,8.61,69,8.5,849.954224,51729345.36,6.6,8,0.638,12.8
74.1,112,4,2.15322563800798,0,99,0,65.6,4,99,4,99,0.1,496.99275,915932,4,4,0.741,13.1
72.4,148,0,1.79,503.5881956,89,0,7.1,0,89,5.61,88,0.1,2892.522663,11689,0.1,0.1,0.695,14.6
66.1,218,0,7.49,466.6693698,98,0,41.6,1,97,7.32,98,0.3,2716.35256,745693,5.6,5.4,0.618,10.5
79.7,91,0,9.96,579.7384368,93.1432652532295,2,59.8,0,99,9.2,99,0.1,4717.15571,5338871,0.9,0.8,0.878,17
57.6,31,42,1.6,3.336437969,8,12289,2.7,63,8,3.7,78,3.5,39.484473,19924522,8.8,8.8,0.484,7.6
78.7,96,1,4.16,742.1961992,96,0,59.2,1,98,8.59,99,0.1,6425.941119,2142.29447571696,3.4,3.2,0.778,15.7
71.9,164,0,9.06,95.19375921,96,0,41.8,0,96,5.88,96,0.1,7322.596862,2440.84371424853,3.9,3.9,0,15.3
61.8,22,49,4.35887816076581,0,65,7693,19.3,87,65,9.50046688007615,65,0.4,358.99731,19896965,9.6,9.4,0.351,5.4
71,198,4,8.44,52.42529588,46,0,6.1,5,72,7.67,76,0.2,429.71554,454896,2.3,2.4,0.744,15.2
61.2,278,60,1.8,109.7051836,96,2395,19.5,86,97,5.23,96,3.4,987.4453967,42486839,8.1,7.9,0.53,11.1
74.6,19,0,8.46,327.1618128,93,0,49.9,0,93,6.21,93,0.1,16523.32388,5507.72519518098,3.8,3.8,0.779,15.5
76.7,78,1,1.82,377.2009132,98,0,6.5,1,98,3.49,98,0.1,4335.64268,1445.53458275965,5.2,5,0.829,13.3
63.1,226,0,5.8,50.80181435,83.2300707677892,0,21.7,0,92,1.21,92,1.4,555.8185378,144889,7.6,7.6,0.501,9.6
62.3,259,34,0.68,6.448762615,77,3,17.1,49,77,4.5,77,0.5,47.733254,19996469,7.8,7.7,0.491,9.4
75.2,122,0,13.01,0,92,30,6.4,0,97,7.13,97,0.1,69.265864120291,15.0003665764701,2.2,2.2,6.99986335677052,7.68648955578495
66.2,215,0,2.74485518625185,0,95,0,46.7,1,92,5.40046688007615,95,0.3,4136.689919,768514,5.5,5.3,0.638,10.3
82,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,412477,0.8,0.7,0.815,14.4
78.3,92,3,12.46,4057.637383,86,6024,55.6,4,96,1.15,93,0.1,23687.31689,82349925,1.2,1.1,0.86,16.2
56.5,273,54,0.6,9.585584394,72,1719,2.7,91,77,6.35,73,1.5,78.377632,157585,8.8,8.5,0.396,7.3
69.8,212,5,8.39,375.6835376,48,39,58.5,6,57,7.81,52,0.2,2965.142365,45877,2.4,2.5,0.728,14.9
74,125,0,0.484467852015954,0,59,0,74.7,0,61,0.150233440038075,66,0.1,4149.363444,193759,0.2,0.1,0.702,12.9
72.5,168,11,8.01,0,5,22,53.4,13,86,4.91,77,0.1,77.491918562497,17.500109972941,1.8,1.7,0.67,10.6
71.1,144,0,4.16,209.0865,66,0,23.2,0,93,5,92,0.9,1768.92132,46147,8.9,8.9,0.572,11.3
59.4,277,70,1.59,30.62287548,22.2046443252615,4529,22.4107027115554,106,6,2.95,6,0.2,412.1517561,28679565,1.74457040299341,1.74631894470399,0.403,5.6
51.3,346,226,1.98,0,30.7076136576622,8282,14.9,332,42,1.45,4,2.5,110.711855017686,4307.09714276458,12.4,12.3,1.96433776372739,4.65943033256585
66.4,3,17,11.79,12.25184084,98,1147,55.7,20,98,5.3,98,0.3,692.194398,14349528,2.4,2.7,0.754,13.8
74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,126934,7,6.9,0.769,14.7
66.9,235,1,4.61,134.1678932,97,8,45.9,2,96,5.29,95,0.1,1717.898761,2668289,2.2,2.3,0.686,13.8
86,67,0,6.75,1707.130633,91.5723379287998,4,58,0,94,8.4,94,0.1,9688.5961,4768212,0.7,0.7,0.936,17.6
73.4,158,9,4.13,14.5887403,69,2,44.3,10,9,3.86,89,0.3,193.741571,12852755,1.6,1.5,0.67,12.4
64.4,178,367,0.03,3.912744517,75,2801,2.1,459,75,3.35,75,0.1,95.4327931,16332974,2.8,21.3,0.505,6.7
55.5,281,25,1.29,45.33476384,70.1042228283834,5859,18.8,40,77,4.69,76,2.1,378.73654,776733,9.5,9.4,0.395,6.6
72.7,16,422,2.91,106.3590358,7,58341,21.9,511,86,4.79,86,0.1,1148.5857,1284,5.5,4.9,0.6,9.7
71.7,163,7,0.76,0,66,13,53.2,8,6,3.23,72,0.1,74.3291427939632,2863993,6.3,6.1,0.646,12
73.7,14,10,4.72,69.43934508,93,0,52.2,12,92,5.3,93,0.2,522.493191,29373646,1.1,1.1,0.708,13.3
65.4,226,36,0.04,0,73,400,39.6,46,67,5.78,73,0.1,94.5735731902935,223.004325602347,13.7,13.5,0.498,9
45.3,45,29,3.86,45.57108889,63,0,2.2,45,63,1.12,64,2.2,358.8274716,615417,8.9,8.9,0.357,8.2
80,78,0,9.08,372.6854142,95,2,63.1,0,99,9.76,99,0.1,2971.973,111717,0.8,0.7,0.857,16.2
59.9,26,38,3.69274871877835,0,91,99,19.4,61,91,7.75116720019037,91,0.6,615.592225,1811624,8,7.5,0.399,7.7
51,361,75,8.06,239.8913921,72,1449,21,115,73,3.38,71,2.5,4299.12889,24218565,8.9,8.8,0.495,9.4
55,359,27,0,0,55,0,26.0514286858714,41,55,0,55,4,1562.239346,167192,0,0,0,0
73.3,181,2,2.52,665.7260253,93,0,55.4,2,93,6.77,94,0.2,3988.771871,6281189,1.6,1.6,0.676,13.2
63,226,8,0.01,29.65370899,71.7299422484657,3611,22.9,12,75,4.53,76,1.3,528.586613,2957117,1.3,1.1,0.447,6.6
52.9,416,9,2.26,0,38.3885956304426,1678,19.3,14,31,2.13,33,7.8,142.025097780788,846.020332774876,9.5,9.2,0.487,9.8
57.9,286,10,4.03,3.686899287,63.4956636834777,1,22.9,14,67,1.24,65,2.8,21.3733292,3512932,7.9,7.8,0.383,9.9
63.7,26,3,0.36,7.127144699,57.6400825024302,203,13.5,3,55,1.5,55,0.1,478.331859,126484,12,11.9,0.492,10.6
73.6,9,0,0.01,239.5751391,99,10,66.3,1,99,2.38,99,0.1,3549.26132,1186.74324506611,3.2,3.1,0.789,14.2
74.6,12,1,3.91,295.6087143,93,13,54.1,1,95,4.48,93,0.1,3994.712355,29622,2.1,2.1,0.739,12.7
77.3,67,0,1.92,1079.893546,96,0,23.1,0,96,8.11,96,0.1,6497.55443,377,13.9,14,0.663,11.8
71.9,168,0,4.16,509.3899943,98,28,27.5,0,98,4.29,98,0.1,5229.876738,12213,7.8,7.7,0.696,12.8
62,347,42,7.38,922.0507313,8,66,5.3,52,77,8.8,77,3.7,6479.625659,54146734.74,4.9,5.9,0.66,13
56.8,33,30,0.21,19.68510257,57,89,19.8,47,59,3.21,6,2.3,437.4467238,1323142,8.6,8.6,0.371,7.9
79.1,62,0,12.01,239.6409938,93,1,56.8,0,97,6.89,97,0.1,3539.7488,181563,0.9,1,0.844,13.7
56.1,285,25,1.15,10.73628066,75,262,2.1,39,74,4.56,72,2.1,583.493514,7754,8.9,8.8,0.423,8.1
72.8,163,9,3.99,84.17527008,36,0,43.6,11,83,3.38,87,0.3,1451.29776,12628596,1.6,1.5,0.668,12.4
67.5,257,6,4.49,7.883791474,4,817,54.8,8,99,5.59,99,0.7,635.789635,49175848,3,3.1,0.669,13.3
76.5,19,0,13.03,0,98,7,61.8,0,98,6.69,98,0.1,37.0010801573389,3.5000855345097,2,2.1,6.85900294294598,7.4930123281616
72.3,195,0,15.07,101.1201161,9,0,55.2,0,95,5.13,94,0.1,885.465115,136255,2.2,2.3,0.805,15.7
57.3,332,26,0.421,0,31,878,29.7199066025393,39,41,0.421,31,3.4,758.725782,11882136,0.421,0.421,0.421,4.9
54.8,355,24,4.54,1.72659515,99,43,14.8,36,93,1.3,99,3.4,17.79995,7939573,8,8,0.309,7.2
81.7,65,0,11.12,16255.16198,94,0,6.9,0,99,6.94,99,0.1,119172.7418,556319,1,0.9,0.892,13.9
77.8,97,0,12.14,1884.098811,95,0,63.1,0,95,7.8,95,0.1,13467.46827,4238389,1.5,1.5,0.82,15.1
73.3,94,0,0.01,1209.680547,99,0,65,1,99,3.56,99,0.1,17789.41981,5930.08671085427,3.2,3,0.785,13.9
67.1,186,27,1.47,24.99438738,62,25,35.9,32,99,5.44,99,0.2,383.3494997,2527185,3.3,3.3,0.6,11
62.6,245,40,0.04,0,8,6285,33.9,53,8,4.58,79,0.1,102.481071502116,3169.07615015206,13.9,13.8,0.47,8.6
52.2,449,97,3.94,0,9,23,18.1,149,91,4.66,9,10,144.874046492302,85.9984603788255,7.7,7.6,6.07548079434095,5.24537757658819
73.9,152,6,1.83686056990997,0,81,0,58.9,7,87,3.25023344003807,85,0.3,6468.471648,1528394,3.3,3.2,0.718,13.2
79.7,78,2,7.7,4687.845565,14,15,6,2,88,9.54,91,0.1,28172.14883,31676,0.5,0.4,0.877,15.8
76.8,127,1,6.87,1092.155356,85,0,53.4,2,85,7.56,85,0.1,7429.628274,3579385,2,1.9,0.755,12.8
68.4,211,16,2.53,225.0619956,74.7153701592937,0,41.1,20,78,6.76,77,0.3,1568.376276,11924946,1.5,1.5,0.546,8.5
51.7,348,67,8.33,23.965612,64,11699,22.7,101,68,3.31,64,2,479.31224,2692466,8.5,8.3,0.527,11.4
81.7,57,0,7.4,10947.02327,53,30,58.1,0,98,11.8,98,0.1,57134.777,9519374,1.4,1.3,0.903,15.8
76,198,12,2.14,445.4423371,92,0,46.5,15,92,6.79,92,0.4,2635.753474,1431628,1.3,1.3,0.596,10.4
52.6,378,24,5.72,11.22655347,83,2,13.8,38,76,7.1,83,4.8,127.4296648,7182451,8.4,8.4,0.279,5.2
72.7,16,0,7.02,0,96,0,5.3,0,96,4.99,96,0.1,35.419649281496,0,3.5,3.5,0.712,13.3
79.3,6,0,10.8,230.2524184,96,0,57.3,0,99,7.4,99,0.1,3215.8159,19876,0.9,1,0.849,14.1
73.2,133,1,6.66,18.5314303,54,23,51.3,1,93,1.19,88,0.1,276.588512,3978,2.6,2.8,0.734,12.8
55.5,278,55,0.57,102.1413744,74,98,19.6,94,74,6.74,74,1.6,689.6784228,14138216,9.2,9,0.36,5.8
62.8,274,2,2.79,56.431387,93,925,38.5,3,94,4.92,94,0.1,474.2133361,2397436,2.6,2.6,0.582,8.9
88,64,0,6.5,6369.516139,94.9654224109997,19,55.7,0,98,8.95,98,0.1,46256.4716,9855,1.3,1.3,0.892,15.9
67.9,189,143,0.08,125.7980678,82,20818,22.1,174,85,2.83,78,0.3,2254.44566,23934478,1.7,1.6,0.645,11.7
73.9,128,1,4.7,9.444875415,79,1356,48.6,1,82,8.6,82,0.1,153.57521,419,2.8,2.9,0.703,12.2
71.7,165,4,9.82,431.3250367,99,117,53.4,4,97,5.43,97,0.1,3552.92452,21451748,3.4,3.9,0.733,12.9
79.8,77,2,9.05,0,91,194,28.2,2,91,5.99,91,0.1,53.1340310293034,98.0023460894088,1.5,1,5.22502175508456,5.6014499955119
69.7,161,10,1.91415964193732,0,96,3,4.7,11,96,3.64976655996193,96,0.2,918.6771543,8548651,3.6,3.7,0.625,11.3
42.3,496,30,3.99,38.52454761,59.4119364163053,7,18.8,47,69,11.66,65,2.1,263.145817,5439695,9.5,9.5,0.332,7.6
62,329,6,1.23,11.42385961,91,55,14.7,9,91,3.29,91,1.3,317.3294336,4153332,9.2,9.2,0.405,5.3
81.1,72,2,9.34,0,99,42,3,2,98,6.83,99,0.1,54.0823048693751,22.0004887686268,1.5,1,5.60927099314202,6.02544161557318
68.8,183,0,0.01,3.718438799,88,0,49.7,0,94,5.5,88,0.1,29.652622,57554,1.1,1.2,0.512,9.6
88,65,0,6.79,8506.101443,95.6619646520997,0,56.5,0,99,9.59,99,0.1,46917.27216,29274,1,0.9,0.873,18.3
71.4,154,18,4.59,297.5112337,88.3024891840894,1,45.4,24,93,4.83,98,0.5,1996.719689,25914879,1.4,1.4,0.674,13.5
67.7,273,5,9.46,456.4586664,84,48,57.6,6,91,6.63,9,0.4,3891.37823,462582,2.5,2.6,0.73,14.9
71,146,6,3.35,0,93,0,31.8,8,99,4.35398758820921,93,0.1,75.5926194214875,3.99990224627463,5,5,1.82040503505378,4.10800153508452
74.1,149,0,12.09,0,96,0,42.2,0,96,7.43,96,0.1,77.4902848826078,0,4.3,4.4,0.71,12.6
99,99,0,0.01,0,99,0,4.3,0,99,4.3,99,0.1,45.7922565705051,0,4.3,4.3,1.48003945632397,2.33946216185266
79.8,75,2,9.69,3.1222302,95,0,55.7,3,96,8.11,93,0.1,24.819,569741,0.5,0.5,0.828,14.9
9,9,0,0.01,78.28120317,9,0,79.3,0,9,16.61,9,0.1,3542.13589,1819,0.2,0.1,5.61757237683632,0
79.4,96,1,3.42,386.1379123,94,0,58.5,1,95,9.47,95,0.1,1569.66631,47641,1.7,1.7,0.762,13.7
71.6,125,5,1.98,263.142699,84,0,48.8,6,91,5.1,87,0.1,7189.691229,917382,2.8,2.9,0.741,11.7
77.8,89,4,10.59,0,86.9943575825196,104,57.5,5,91,6.94,91,0.1,56.9298778504563,54.5012097023514,0.7,0.5,6.08553444148384,6.34006447156713
74.7,95,1,1.62,8.140373615,81,22,63,1,75,7.42,81,0.1,84.268878,4183156,4.7,4.7,0.746,13.2
77.2,113,0,10,235.3785281,88.9019096504795,0,53.5,0,94,8.47,94,0.1,1726.9151,199712,2,2,0.85,16.6
54.4,36,5,3.22,21.53374936,66.9379218597615,0,2.7,8,74,5.87,71,5.6,418.94454,1412669,8.9,8.8,0.388,8.3
76.5,127,1,6.74,956.8229765,86,0,52.7,2,86,6.75,86,0.1,6973.9284,3516268,2,2,0.75,12.8
59.5,271,2,0.08,29.41897495,82.9739580849549,0,18,2,98,3.39,89,0.1,433.2691451,569479,7.7,7.7,0,8.8
73.5,15,1,2.19,527.9176618,74,526,59.7,1,74,9.3,74,0.1,5425.6697,371464,4.8,4.7,0,14.8
81,65,1,2.47,471.5533294,99,931,62.1,1,94,7.33,94,0.1,29657.4421,7388,1.1,1.1,0.877,15.8
71.2,188,7,6.13,340.0239945,66,113,44.1,9,71,5.59,72,2.5,2862.154836,8697126,3.8,3.6,0.656,12.3
78,95,3,12.91,4238.540035,84,0,55.1,4,94,1.1,9,0.1,23718.7467,8221158,1.2,1.2,0.855,16.2
57.2,38,43,1.6,20.65432873,78.6535010258792,23068,19.5,65,88,3,88,3.6,263.1124679,18938762,9.2,9.2,0.48,7.7
79.4,83,2,12.09,3205.019918,81,256,59.3,2,99,7.99,98,0.1,21495.7741,42187645,0.6,0.5,0.83,15.6
58.7,32,18,6.1,64.39853344,57.098114365432,0,37.5,24,58,5.61,55,4.3,387.9429725,9119178,4.5,4.5,0.45,8.1
69.5,184,0,6.85,549.8096097,97,0,46.3,0,98,5.81,97,0.3,4258.788611,313929,3.5,3.4,0.7,12.7
47.7,539,115,10.57,26.97625217,53.1098652458638,48543,13.3,187,56,7.26,55,10.8,234.984775,24854892,6.9,6.9,0.396,10.8
78.4,93,0,10.99,9703.068121,84.3902632734598,2,55.9,0,87,9.99,87,0.1,58487.451,5461438,1.2,0.9,0.904,16.7
72,142,30,0.17,0,66,4088,5.1,37,8,3.38318641118005,78,0.1,69.5838183686096,24251649,5.6,5.3,0.607,8.7
74.7,19,0,0.47,1078.66244,99,11,27,0,99,3.6,97,0.1,16468.12886,5492.99379303199,6.8,6.2,0.819,13.4
63.1,25,8,3.6706827935453,0,73,1,3.8,12,67,7.65070032011422,73,0.9,1158.256469,4182341,7.8,7.5,0.513,8.5
76.9,12,0,11.69,508.7496912,90.9004990461095,14,52.2,0,97,8.7,97,0.1,3743.55917,5339616,1.3,1,0.86,16.5
54.1,361,24,4.5,21.24915339,92,784,14.5,36,88,11.49,92,3.8,165.8794176,7675338,8.1,8.2,0.29,5.9
56.7,336,14,1.24,77.09551224,78,425,2.9,22,78,6.64,78,4.3,499.6468713,633472,7.5,7.4,0.442,10.6
74.5,149,3,2.87,345.3776344,97,0,5.2,4,97,8.72,97,0.3,2242.711912,889216,2.1,2.1,0.618,11.4
71,213,3,2.77,440.6027042,89,0,49.4,3,89,7.19,89,0.2,2835.281237,628961,1.9,1.8,0.644,12.7
53.6,29,57,0.55,60.21211141,83,33,18,101,78,6.34,77,1.9,487.942556,12798763,9.9,9.7,0.338,5.8
57.8,291,29,0.2,29.74734049,64,45,2.8,44,62,4.55,64,2.2,438.7513346,179417,8.2,8.2,0.38,8.3
62,228,7,0.02,4.113190741,81.4568542813672,883,22.3,12,91,5.31,89,1.2,46.9542322,2873228,1.5,1.3,0.446,6.5
79.1,82,2,7.6,3787.49456,85.6706613010558,206,57.8,2,88,8.67,89,0.1,24124.16917,37697,0.5,0.5,0.864,15.9
79.3,99,3,13.49,4572.441963,28,0,56.4,4,96,1.43,97,0.1,29691.18158,62244884,0.6,0.6,0.852,15.4
57.6,328,22,6.88,78.47020226,99,494,15.9,34,99,1.2,99,6.2,342.3656294,92658,6.8,6.8,0.404,9.3
72.1,157,1,2.7,0,88,0,53.4,1,88,2.74976655996192,87,0.1,77.1747381625469,0.499987780784329,2.7,2.8,0.1,2.8
58.7,254,25,1.33,94.25737917,76,392,23,39,77,4.95,76,1.4,757.695974,9199259,7.8,7.6,0.451,9.5
52.6,362,46,0.01,11.3020668,37,1275,18.7,78,44,3.62,37,2.9,125.998515,13569438,8.7,8.5,0.39,7.3
64,221,7,2.35,106.180706,85.2677025882652,9,38.1,9,94,3.87,95,0.1,774.4763388,45648,3.6,3.5,0,10.2
86,69,1,9.84,588.568371,95,70,6.9,1,92,8.57,92,0.1,3472.37977,21274,0.7,0.6,0.908,20.7
73,178,0,15.04,1968.816817,93,35,61.4,0,93,6.59,93,0.1,15712.82376,2957689,2.7,2.7,0.834,16.4
67.3,248,1,10.78,0,99,6,48.3,1,99,9.15,98,0.1,109.438490327674,3.50006109607835,3.1,3.3,6.89511317969364,8.05017856310352
75,183,111,7.26,179.4777293,94,36,43.7,127,99,7.3,98,0.1,3739.11936,175287587,3.4,3.4,0.677,14.1
67,336,22,2.71395464080228,0,87,0,31.8,32,88,5.55023344003807,87,6.2,118.69383,15777451,5.6,5.5,0.507,10.3
55.7,345,15,1.37,6.226048785,75.7372523089632,26,19.3,22,85,5.56,84,5,377.33629,5837792,8.1,8,0.436,10.2
74.9,138,3,6.97623281573562,0,99,1568,23.4,3,99,15.0502334400381,99,0.1,3844.89123,2966,15.1,15,0.764,14
81.1,7,0,11.34,2284.58215,94,2,6.1,0,99,7.18,99,0.1,16749.136,53946,0.9,0.9,0.892,13.9
55.3,293,46,4.58,73.92730583,89,12,15.1,83,93,6.63,89,1.7,475.11122,1425221,9.8,9.3,0.334,4.9
76.4,89,0,0.11,1504.30004,99,16,3.1,0,92,3.1,92,0.1,21896.6527,7304.15221450151,6.5,6,0.828,13.7
73.5,134,0,0.01,57.12190146,73.5,0,55,0,73.5,8.45,73.5,0.1,338.199535,613353,2.3,2.4,0.74,12.6
67.8,183,24,1.59,34.41887163,99,75,37,29,99,5.11,99,0.3,465.1198869,2586435,3.2,3.2,0.613,11.6
86,74,3,10.68,0,92.2688801698998,1112,64.2,4,95,9.34,95,0.1,53.4500076651245,558.013538890963,0.8,0.5,6.92383107576763,7.30835435205381
77.5,8,0,5.59,134.3547253,88.9929469781495,2,62.3,0,94,6.83,94,0.1,1139.5651,3987,0.8,0.7,0.779,13.8
65.4,192,18,3.52,0,70.8814577095172,0,25.2,25,93,5.02902376894475,56,0.1,78.4426859139786,12.4996945196082,6,6,1.91039545227197,4.65929927697552
59.8,296,1,0.45,20.86878709,25,24,3.9,2,88,7.72,88,3.5,147.586896,8942,5.8,5.7,0.416,4.5
65.2,233,12,0.01,11.71090655,98,17,2.1,17,98,7.69,98,0.5,688.8768557,1165151,5.9,5.9,0.485,10.8
76,145,32,0.19,21.82252494,72,492,55.8,39,74,3.82,74,0.1,452.74948,376271,5.3,5.1,0.646,10.4
55.7,34,3,7.97,115.0692415,51.4054099397059,78,21.7,4,57,5.32,43,7.3,1653.2937,99111,9.2,9.2,0.59,9.1
74.7,142,0,9.99,0,98,0,45.2,0,98,8.35,98,0.1,75.9085100741566,0,4.3,4.3,0.735,13
82.7,57,0,1.83,714.3441019,97,138,32.7,0,97,4.53,97,0.1,5629.18914,1922.38087020675,2.2,2.2,0.92,15.4
71.3,178,0,5.73,1168.324095,84,0,56.3,0,84,6.9,84,0.9,9272.413453,53777,3.5,3.4,0.708,12.7
56.5,449,46,7.6,782.5987144,74,5857,46.4,70,75,8.39,76,19,5888.6284,5255813.11,8.1,9.8,0.622,12.8
73.9,92,8,0.09,173.5755595,98,362,64.7,9,98,3.57,98,0.1,2377.74739,916.245447233241,7.4,7.4,0.804,13.9
73.1,166,1,3.48,155.5884677,36,0,44.5,1,99,4.56,96,2.3,3465.221998,2712511,1.9,1.8,0.694,11.9
81.8,53,0,8.25,6005.575763,91.6908998236196,0,58.9,0,96,8.86,96,0.1,41676.44527,31841,0.9,0.9,0.894,18.4
58.2,354,8,2.75,0,64,84,22.8,11,71,2.54,72,5,134.746371363981,47.500892002744,8.5,8.2,0.517,9.8
73.5,143,0,8.42,789.2764615,97,0,47.4,0,81,6.1,97,0.1,8569.776998,2856.56669516103,3.8,3.8,0.749,15.8
74.6,152,8,6.41,789.0772949,99,0,32.4,10,99,4.12,99,0.1,5941.8471,68416772,7.8,7.8,0.737,13.6
79.7,57,0,10.69,2443.325028,96,0,58.3,0,99,7.54,99,0.1,32233.83942,1124835,0.9,1,0.847,13.8
72.2,192,0,12.4,1446.529217,95,0,59.7,0,98,7.53,98,0.1,11837.3913,3162916,2.8,2.9,0.825,16.6
74.4,111,0,8.95,25.52277112,85,0,49.2,0,85,6.1,85,0.1,1657.3228,552.435975255354,3.9,3.9,0.775,15.3
73.1,138,3,0.48,264.2496129,95,632,28.8,4,96,3.95,96,0.1,4463.675893,2468873,9.3,9.1,0.724,12.1
75.4,16,0,5.16,8.240355867,94,166,51.5,0,95,8.37,95,0.1,418.292176,3774,2.8,2.8,0.703,12.9
65.7,24,0,0.01,147.4549755,94,0,76.2,0,92,1.37,94,0.1,1763.815497,16613,0.1,0.1,0.581,11.9
75.8,85,1,1.86,4003.908598,92,55,54.8,1,94,2.93,92,0.1,45758.9554,15271.5154303097,5.1,4.9,0.829,13.1
66.6,165,2,0.09,36.199487,72,10,15.1,3,78,1.2,72,0.1,757.3114436,19221,11.6,11.6,0.599,12.1
74.4,144,8,3.52,19.13983284,96,0,47.9,9,92,5.86,96,0.3,335.786541,1396748,1.4,1.3,0.693,12.8
71,194,4,3.81,36.81621175,79,0,45.7,4,8,6.13,79,0.3,191.55157,53973,2.1,2,0.587,11
74.4,88,7,0.09,2017.643131,98,154,67.3,9,98,4.68,98,0.1,24575.434,8246.07257135037,7.7,7.5,0.841,15.8
